inn,ogrn,sample_bucket,revenue_2023,revenue_2024,revenue_drop_2024_pct,net_profit_2023,net_profit_2024,assets_2023,assets_2024,assets_drop_2024_pct,equity_2023,equity_2024,filed_2023,filed_2024,imputed_2023,imputed_2024,outlier_2023,outlier_2024,risk_revenue_drop_gt_30,risk_negative_profit,risk_assets_drop_gt_25,risk_negative_equity,risk_data_quality_issue
5038175190,1235000032871,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
5040135250,1155040004900,normal,0.0,2878.0,,0.0,163.0,6652.0,16761.0,-151.96933253156945,444.0,606.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
5040164597,1195027023850,assets_drop_gt_25,16233.0,87572.0,-439.4689829359946,1768.0,8666.0,53680.0,36989.0,31.093517138599108,7000.0,15666.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,true,false,false
5043075320,1225000028527,revenue_drop_gt_30,908.0,0.0,100.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,false
5044124186,1225000007165,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
5044141103,1235000138515,normal,,9306.0,,0.0,250.0,0.0,9947.0,,,252.0,0.0,1.0,1.0,0.0,0.0,0.0,false,false,false,false,false
5050119770,1155050004361,normal,12868.0,10716.0,16.72365557973267,839.0,461.0,3172.0,3372.0,-6.305170239596469,1368.0,1829.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
5050125607,1165050052738,data_quality_issue,,,,,,10.0,,,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
5075017709,1045011650089,assets_drop_gt_25,524.0,135.0,74.23664122137404,3747.0,3652.0,34404.0,22650.0,34.16463201953262,1189.0,4841.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,true,false,false
5505220039,1145543007147,revenue_drop_gt_30,133218.0,76327.0,42.70518998934078,3342.0,1229.0,28415.0,18590.0,34.57680802393102,5629.0,5838.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,true,false,false
7701414933,5147746369150,negative_profit,2314.0,2049.0,11.452031114952463,742.0,-159.0,6452.0,6344.0,1.6738995660260385,52.0,-181.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,false,true,false
7701726555,5077746878920,assets_drop_gt_25,,,,20977.0,-19665.0,74282.0,53884.0,27.460219164804396,72927.0,53262.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,true,false,false
7702751522,1117746032920,revenue_drop_gt_30,1267.0,0.0,100.0,3.0,0.0,2511.0,2508.0,0.11947431302270012,13.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,false
7704187397,1027739394209,revenue_drop_gt_30,3759.0,409.0,89.1194466613461,-653.0,-1625.0,3465.0,1345.0,61.18326118326118,-24.0,-1649.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,true,true,false
7704209629,1037739299190,normal,35400.0,36500.0,-3.1073446327683616,3723.0,469.0,18029.0,16943.0,6.023628598369294,,,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7704516926,1047796236267,normal,72737.0,72737.0,0.0,12019.0,12019.0,54595.0,54595.0,0.0,22539.0,22539.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7705100222,1027700157000,assets_drop_gt_25,4923.0,4475.0,9.100142189721714,14.0,16.0,1238.0,880.0,28.91760904684976,147.0,169.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,true,false,false
7706659743,5077746859031,assets_drop_gt_25,808.0,1313.0,-62.5,22.0,31.0,1345.0,250.0,81.41263940520446,895.0,190.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,true,false,false
7709693372,5067746032360,revenue_drop_gt_30,10.0,0.0,100.0,0.0,0.0,2323.0,2130.0,8.308222126560484,216.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,false
7709956279,1147746680124,negative_profit,,,,-38539.0,-448.0,15137.0,12398.0,18.094734755896148,-115134.0,-114686.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,false,true,false
7713474310,1207700063647,negative_profit,638.0,0.0,100.0,-188.0,-3.0,1751.0,1747.0,0.2284408909194746,336.0,332.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,false,false,false
7717288988,1157746448089,normal,406065.0,320180.0,21.15055471414675,18340.0,11966.0,125711.0,137924.0,-9.715140282075554,72106.0,84070.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7718084899,1027739082030,revenue_drop_gt_30,12373.0,8371.0,32.34462135294593,-1485720.0,-8635.0,100653.0,96028.0,4.594994684708851,-4505545.0,-4514179.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,false,true,false
7718618678,1067761323080,revenue_drop_gt_30,2640.0,1055.0,60.03787878787878,187.0,107.0,4803.0,3431.0,28.56547990839059,1706.0,470.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,true,false,false
7720894611,1237700257673,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
7722479233,1197746560285,negative_profit,609.0,208.0,65.84564860426929,54.0,-243.0,938.0,653.0,30.383795309168445,-84.0,-327.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,true,true,false
7723462539,1167746717258,revenue_drop_gt_30,25518.0,1685.0,93.39681793243984,78.0,80.0,1657.0,892.0,46.167773083886544,248.0,328.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,true,false,false
7723764177,1107746544344,data_quality_issue,491.0,,,0.0,,191.0,,,-265.0,,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
7724333455,1157746842880,normal,27260.0,56036.0,-105.56126192223036,113.0,525.0,93586.0,74062.0,20.862094757762915,3926.0,4538.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7724439211,1187746438978,negative_profit,46496.0,51553.0,-10.876204404679973,-175.0,-3045.0,4908.0,5141.0,-4.747351263243684,-3334.0,-6381.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,false,true,false
7725293692,1157746984460,assets_drop_gt_25,74971.0,54644.0,27.11315041816169,1489.0,12.0,7563.0,5443.0,28.031204548459606,2386.0,1827.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,true,false,false
7725380874,1177746618390,negative_profit,5216.0,573.0,89.01457055214725,808.0,-1670.0,1604.0,511.0,68.14214463840399,898.0,-108.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,true,true,false
7725628846,1087746201641,normal,53218.0,57835.0,-8.675636062986207,-63538.0,120796.0,694829.0,891126.0,-28.251123657763276,-66473.0,54309.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7726480769,1217700376926,revenue_drop_gt_30,89463.0,0.0,100.0,337.0,0.0,47285.0,50.0,99.89425822142329,613.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,true,false,false
7727481363,1217700641355,assets_drop_gt_25,2831.0,2943.0,-3.9561992228894387,-7.0,-18.0,2.0,0.0,100.0,-10.0,-28.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,true,true,false
7727769680,5117746067126,revenue_drop_gt_30,621.0,395.0,36.39291465378422,-286.0,-343.0,772.0,839.0,-8.678756476683938,648.0,305.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,false,false,false
7728479180,1197746418638,normal,11137.0,14549.0,-30.63661668312831,1934.0,698.0,11087.0,11262.0,-1.5784251826463425,8631.0,8226.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7728667829,1087746980859,assets_drop_gt_25,8.0,0.0,100.0,-212.0,-4276.0,4746.0,277.0,94.16350611040876,1028.0,272.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,true,false,false
7730309531,1237700547105,data_quality_issue,470569.0,,,8.0,,577028.0,,,58.0,,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
7731259900,1037700223461,assets_drop_gt_25,,,,,,447.0,258.0,42.281879194630875,423.0,233.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,true,false,false
7733020804,1027739264398,data_quality_issue,7230.0,,,3430.0,,3550.0,,,3430.0,,1.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
7733367041,1217700138700,negative_profit,20232.0,9079.0,55.12554369315935,-23166.0,-11012.0,39242.0,37849.0,3.5497681056011414,-19164.0,-30176.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,false,true,false
7733386608,1227700371579,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
7733906310,1147748010618,assets_drop_gt_25,6399.0,2668.0,58.30598531020472,46.0,14.0,2380.0,387.0,83.73949579831933,142.0,156.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,true,false,false
7734436724,1207700313072,normal,240509.0,265293.0,-10.304811878141775,1883.0,230.0,24308.0,42115.0,-73.25571828204707,2358.0,2588.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7734469141,1237700007445,normal,,309159.0,,0.0,271.0,10.0,82335.0,-823250.0,10.0,281.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7735534837,1077761966391,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
7736325160,1197746655567,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
7736667646,5137746098265,normal,2888.0,2593.0,10.214681440443213,145.0,54.0,282.0,247.0,12.411347517730496,155.0,209.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7743405271,1237700002847,normal,5900.0,67792.0,-1049.0169491525423,354.0,2845.0,3033.0,77670.0,-2460.8308605341244,364.0,3209.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7751162142,1197746302819,revenue_drop_gt_30,4822.0,3339.0,30.754873496474495,137.0,-49.0,4207.0,3767.0,10.458759210839078,208.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,false,false,false
7751212594,1217700639210,normal,21335.0,60395.0,-183.07944691820953,518.0,7113.0,7486.0,15694.0,-109.64467005076142,-2908.0,7185.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7751218162,1227700153438,negative_profit,259308.0,295088.0,-13.798263069400097,5747.0,-9441.0,60981.0,19162.0,68.57709778455585,1180.0,-20260.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,true,true,false
7801415024,5067847220634,normal,9150.0,9147.0,0.03278688524590164,1510.0,2207.0,9689.0,11601.0,-19.73371865001548,9058.0,11240.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7802580207,1167847233421,normal,36368.0,45769.0,-25.84964804223493,32979.0,42449.0,19218.0,26137.0,-36.002705796648975,18501.0,24957.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7805762075,1207800011143,normal,55193.0,54818.0,0.6794339861939014,6326.0,4378.0,28871.0,29344.0,-1.63832219181878,12296.0,9513.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7807252506,1217800171269,assets_drop_gt_25,0.0,,,207.0,-414.0,927.0,162.0,82.52427184466019,574.0,-125.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,true,true,false
7807267478,1237800104740,normal,4715.0,33415.0,-608.6956521739131,182.0,1330.0,1515.0,6154.0,-306.2046204620462,232.0,1242.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7810642471,1177847009856,revenue_drop_gt_30,3080.0,1781.0,42.175324675324674,-46.0,-4.0,329.0,101.0,69.30091185410335,105.0,101.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,true,false,false
7810823358,1117847132578,normal,4108.0,8181.0,-99.14800389483935,-530.0,1695.0,9381.0,11395.0,-21.468926553672315,91.0,1787.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7810826905,1117847184069,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
7813603946,1147847426781,revenue_drop_gt_30,21853.0,11058.0,49.39825195625315,5294.0,125.0,29026.0,30759.0,-5.970509198649487,9124.0,8100.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,false
7816278660,1157847263826,negative_profit,18888.0,0.0,100.0,2870.0,-2495.0,4998.0,2189.0,56.202480992396964,3818.0,1322.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,true,false,false
7816689652,1197847007907,assets_drop_gt_25,388768.0,1188.0,99.69441929376903,8805.0,98.0,124130.0,8923.0,92.81156851687746,8825.0,8923.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,true,false,false
7820073496,1207800044627,normal,1683.0,2936.0,-74.4503862150921,-603.0,62.0,334.0,437.0,-30.83832335329341,313.0,376.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7839421764,1107847098424,normal,47544.0,114925.0,-141.72345616691905,8644.0,39094.0,25000.0,70312.0,-181.24800000000002,15682.0,54776.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
7839490422,1147847013775,normal,52789.0,86730.0,-64.29559188467294,4633.0,3153.0,8918.0,9605.0,-7.703520968827091,4643.0,3163.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
9701256102,1237700525303,negative_profit,,,,-29.0,-64.0,1.0,0.0,100.0,-19.0,-83.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,true,true,false
9701259079,1237700606846,normal,4263.0,98082.0,-2200.7741027445463,1426.0,5808.0,4349.0,8609.0,-97.95355254081399,1476.0,7284.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
9702014723,1207700077859,negative_profit,,,,,-5.0,0.0,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,false,true,false,false,false
9703148825,1237700433024,negative_profit,63.0,4873.0,-7634.920634920635,-1999.0,-2511.0,20614.0,23732.0,-15.125642767051517,-1989.0,-4501.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,false,true,false
9704086681,1217700414470,normal,227140.0,167070.0,26.4462446068504,111.0,84.0,11665.0,13143.0,-12.67038148306901,314.0,398.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
9705150403,1207700464014,revenue_drop_gt_30,37105.0,14639.0,60.547096078695596,267.0,21.0,23891.0,21247.0,11.06692896906785,764.0,785.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,false
9705171080,1227700304644,normal,148872.0,175523.0,-17.901956042775,41449.0,36928.0,58564.0,91323.0,-55.937094460760875,39081.0,76009.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
9709032425,1187746501304,negative_profit,839160.0,581206.0,30.739549072882404,-34842.0,-7527.0,70838.0,64740.0,8.608374036534064,-22710.0,-30235.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,false,true,false
9709077225,1227700007468,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
9709077747,1227700044230,assets_drop_gt_25,,,,,,5.0,2.0,60.0,,,1.0,1.0,0.0,0.0,0.0,0.0,false,false,true,false,false
9717061719,1177746598061,negative_profit,29518.0,5140.0,82.5868961311742,5518.0,-4010.0,19221.0,17482.0,9.047396077207221,2358.0,113.0,1.0,1.0,0.0,0.0,0.0,0.0,true,true,false,false,false
9719013365,1217700111947,assets_drop_gt_25,75293.0,94477.0,-25.479128205809303,-617.0,1103.0,30692.0,21213.0,30.88426951648638,3713.0,4815.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,true,false,false
9721139686,1217700381645,normal,3777.0,6360.0,-68.38760921366163,570.0,1006.0,4854.0,6508.0,-34.07498969921714,1083.0,2421.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
9722036965,1227700903803,revenue_drop_gt_30,91955.0,0.0,100.0,972.0,0.0,12098.0,12098.0,0.0,984.0,984.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,false,false,false
9723114246,1217700163812,revenue_drop_gt_30,75001.0,34809.0,53.58861881841575,786.0,662.0,17732.0,10375.0,41.489961651251974,1706.0,2368.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,true,false,false
9723167304,1227700558997,normal,3620.0,8174.0,-125.80110497237568,356.0,1506.0,939.0,2408.0,-156.44302449414272,589.0,2054.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
9727031375,1237700260632,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
9727035034,1237700358312,revenue_drop_gt_30,4.0,0.0,100.0,-7.0,0.0,3.0,3.0,0.0,-7.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,true,false,false,true,false
9728049569,1217700522600,negative_profit,,,,-54.0,-98.0,184.0,236.0,-28.26086956521739,-122.0,-220.0,1.0,1.0,0.0,0.0,0.0,0.0,false,true,false,true,false
9729027399,1167746882951,normal,22406.0,21000.0,6.275104882620726,40.0,8.0,307466.0,274692.0,10.65938998133127,61434.0,61621.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,false,false,false
9729334255,1227700771121,data_quality_issue,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,true
9731008280,1187746747770,assets_drop_gt_25,2402.0,221321.0,-9114.029975020816,-7921.0,147930.0,109023.0,18599.0,82.94029700155014,-15692.0,17515.0,1.0,1.0,0.0,0.0,0.0,0.0,false,false,true,false,false
9731059278,1197746755249,negative_profit,0.0,0.0,,-708.0,-44.0,141.0,133.0,5.673758865248227,-4093.0,-4137.0,0.0,1.0,1.0,0.0,0.0,0.0,false,true,false,true,false
