inn,ogrn,year,region,region_taxcode,okved,okved_section,creation_date,dissolution_date,age,eligible,filed,imputed,outlier,revenue,net_profit,assets,equity,longterm_liab,shortterm_liab,payables,cash
5020087440,1205000052498,2023,moscow reg.,5000,43.29,F,2020-07-03,,3.0,1.0,0.0,0.0,0.0,,,,,,,,
5020087440,1205000052498,2024,moscow reg.,5000,43.29,F,2020-07-03,,4.0,1.0,0.0,0.0,0.0,,,,,,,,
5027217916,1145027017970,2022,moscow reg.,5000,10.13,C,2014-10-10,,8.0,1.0,1.0,0.0,0.0,130250.0,604.0,44492.0,44276.0,,216.0,216.0,5491.0
5027217916,1145027017970,2023,moscow reg.,5000,10.13,C,2014-10-10,,9.0,1.0,1.0,0.0,0.0,153774.0,1122.0,46024.0,42089.0,,3935.0,3935.0,3828.0
5027217916,1145027017970,2024,moscow reg.,5000,10.13,C,2014-10-10,,10.0,1.0,1.0,0.0,0.0,161473.0,2659.0,45263.0,38771.0,,6492.0,6492.0,2291.0
5027227858,1155027004736,2022,moscow reg.,5000,73.11,M,2015-05-15,,7.0,1.0,1.0,0.0,0.0,1307.0,802.0,797.0,796.0,,1.0,1.0,30.0
5027227858,1155027004736,2023,moscow reg.,5000,73.11,M,2015-05-15,,8.0,1.0,1.0,0.0,0.0,2776.0,438.0,1281.0,1235.0,,46.0,46.0,74.0
5027227858,1155027004736,2024,moscow reg.,5000,73.11,M,2015-05-15,,9.0,1.0,1.0,0.0,0.0,22.0,-32.0,1251.0,1201.0,,50.0,50.0,302.0
5030060253,1075030005159,2022,moscow city,7700,41.20,F,2007-11-29,,15.0,1.0,1.0,0.0,0.0,,-215.0,113561.0,113531.0,,30.0,7.0,18.0
5030060253,1075030005159,2023,moscow city,7700,41.20,F,2007-11-29,,16.0,1.0,1.0,0.0,0.0,,-204.0,113763.0,113727.0,,36.0,13.0,181.0
5030060253,1075030005159,2024,moscow city,7700,41.20,F,2007-11-29,,17.0,1.0,1.0,0.0,0.0,,-76.0,114100.0,114051.0,,49.0,17.0,296.0
5038175190,1235000032871,2023,moscow reg.,5000,73.11,M,2023-03-20,2024-09-04,0.0,1.0,0.0,0.0,0.0,,,,,,,,
5038175190,1235000032871,2024,moscow reg.,5000,73.11,M,2023-03-20,2024-09-04,1.0,1.0,0.0,0.0,0.0,,,,,,,,
5040135250,1155040004900,2022,moscow city,7700,41.20,F,2015-07-24,,7.0,1.0,1.0,0.0,0.0,0.0,0.0,13940.0,444.0,,13496.0,8504.0,64.0
5040135250,1155040004900,2023,moscow city,7700,41.20,F,2015-07-24,,8.0,1.0,1.0,0.0,0.0,0.0,0.0,6652.0,444.0,,6208.0,1121.0,3.0
5040135250,1155040004900,2024,moscow city,7700,41.20,F,2015-07-24,,9.0,1.0,1.0,0.0,0.0,2878.0,163.0,16761.0,606.0,12986.0,3170.0,3169.0,4.0
5040164597,1195027023850,2022,moscow reg.,5000,46.62,G,2019-11-06,,3.0,1.0,1.0,0.0,0.0,9548.0,754.0,32911.0,5232.0,,27679.0,13689.0,7418.0
5040164597,1195027023850,2023,moscow reg.,5000,46.62,G,2019-11-06,,4.0,1.0,1.0,0.0,0.0,16233.0,1768.0,53680.0,7000.0,,46680.0,35490.0,223.0
5040164597,1195027023850,2024,moscow reg.,5000,46.62,G,2019-11-06,,5.0,1.0,1.0,0.0,0.0,87572.0,8666.0,36989.0,15666.0,,21324.0,11344.0,3883.0
5043075320,1225000028527,2022,moscow reg.,5000,16.29.15,C,2022-03-28,,0.0,1.0,0.0,1.0,0.0,729.0,5.0,15.0,15.0,,,,5.0
5043075320,1225000028527,2023,moscow reg.,5000,16.29.15,C,2022-03-28,,1.0,1.0,1.0,0.0,0.0,908.0,0.0,10.0,10.0,,,,7.0
5043075320,1225000028527,2024,moscow reg.,5000,16.29.15,C,2022-03-28,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,0.0
5044124186,1225000007165,2022,moscow reg.,5000,46.73,G,2022-01-31,,0.0,1.0,1.0,0.0,0.0,5623.0,85.0,761.0,190.0,,571.0,449.0,304.0
5044124186,1225000007165,2023,moscow reg.,5000,46.73,G,2022-01-31,,1.0,1.0,0.0,0.0,0.0,,,,,,,,
5044124186,1225000007165,2024,moscow reg.,5000,46.73,G,2022-01-31,,2.0,1.0,0.0,0.0,0.0,,,,,,,,
5044141103,1235000138515,2023,moscow reg.,5000,46.75,G,2023-11-02,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,,
5044141103,1235000138515,2024,moscow reg.,5000,46.75,G,2023-11-02,,1.0,1.0,1.0,0.0,0.0,9306.0,250.0,9947.0,252.0,6342.0,3353.0,3353.0,
5050119770,1155050004361,2022,moscow reg.,5000,27.12,C,2015-07-28,,7.0,1.0,1.0,0.0,0.0,8246.0,44.0,3262.0,1129.0,,2132.0,2130.0,1203.0
5050119770,1155050004361,2023,moscow reg.,5000,27.12,C,2015-07-28,,8.0,1.0,1.0,0.0,0.0,12868.0,839.0,3172.0,1368.0,,1804.0,1804.0,216.0
5050119770,1155050004361,2024,moscow reg.,5000,27.12,C,2015-07-28,,9.0,1.0,1.0,0.0,0.0,10716.0,461.0,3372.0,1829.0,,1543.0,1543.0,93.0
5050125607,1165050052738,2022,moscow reg.,5000,43.39,F,2016-06-01,,6.0,1.0,1.0,0.0,0.0,,,0.0,0.0,,,,0.0
5050125607,1165050052738,2023,moscow reg.,5000,43.39,F,2016-06-01,,7.0,1.0,1.0,0.0,0.0,,,10.0,10.0,,,,10.0
5050125607,1165050052738,2024,moscow reg.,5000,43.39,F,2016-06-01,,8.0,1.0,0.0,0.0,0.0,,,,,,,,
5075017709,1045011650089,2022,moscow reg.,5000,25.93,C,2004-01-12,,18.0,1.0,1.0,0.0,0.0,1947.0,-7348.0,23186.0,-2558.0,22037.0,3707.0,3514.0,3970.0
5075017709,1045011650089,2023,moscow reg.,5000,25.93,C,2004-01-12,,19.0,1.0,1.0,0.0,0.0,524.0,3747.0,34404.0,1189.0,25470.0,7745.0,7457.0,16646.0
5075017709,1045011650089,2024,moscow reg.,5000,25.93,C,2004-01-12,,20.0,1.0,1.0,0.0,0.0,135.0,3652.0,22650.0,4841.0,948.0,16861.0,2171.0,17884.0
5505220039,1145543007147,2022,sankt-petersburg,7800,46.19,G,2014-02-18,,8.0,1.0,1.0,0.0,0.0,97089.0,1991.0,14511.0,2287.0,0.0,12224.0,12224.0,4931.0
5505220039,1145543007147,2023,sankt-petersburg,7800,46.19,G,2014-02-18,,9.0,1.0,1.0,0.0,0.0,133218.0,3342.0,28415.0,5629.0,,22786.0,22786.0,14704.0
5505220039,1145543007147,2024,sankt-petersburg,7800,46.19,G,2014-02-18,,10.0,1.0,1.0,0.0,0.0,76327.0,1229.0,18590.0,5838.0,,12752.0,12752.0,8331.0
7701414933,5147746369150,2022,moscow city,7700,69.10,M,2014-11-18,,8.0,1.0,1.0,0.0,0.0,2063.0,485.0,9828.0,709.0,4439.0,4680.0,4502.0,601.0
7701414933,5147746369150,2023,moscow city,7700,69.10,M,2014-11-18,,9.0,1.0,1.0,0.0,0.0,2314.0,742.0,6452.0,52.0,281.0,6119.0,6119.0,298.0
7701414933,5147746369150,2024,moscow city,7700,69.10,M,2014-11-18,,10.0,1.0,1.0,0.0,0.0,2049.0,-159.0,6344.0,-181.0,0.0,6525.0,6525.0,220.0
7701726555,5077746878920,2022,moscow city,7700,41.20,F,2007-06-05,,15.0,1.0,1.0,0.0,0.0,,10964.0,52318.0,51950.0,,368.0,336.0,36613.0
7701726555,5077746878920,2023,moscow city,7700,41.20,F,2007-06-05,,16.0,1.0,1.0,0.0,0.0,,20977.0,74282.0,72927.0,,1355.0,1299.0,47067.0
7701726555,5077746878920,2024,moscow city,7700,41.20,F,2007-06-05,,17.0,1.0,1.0,0.0,0.0,,-19665.0,53884.0,53262.0,,622.0,576.0,43788.0
7702751522,1117746032920,2022,moscow city,7700,46.39,G,2011-01-24,,11.0,1.0,1.0,0.0,0.0,5669.0,19.0,3694.0,29.0,0.0,3665.0,2212.0,905.0
7702751522,1117746032920,2023,moscow city,7700,47.91,G,2011-01-24,,12.0,1.0,1.0,0.0,0.0,1267.0,3.0,2511.0,13.0,0.0,2498.0,2498.0,41.0
7702751522,1117746032920,2024,moscow city,7700,47.91,G,2011-01-24,,13.0,1.0,1.0,0.0,0.0,0.0,0.0,2508.0,10.0,0.0,2498.0,2498.0,0.0
7704187397,1027739394209,2022,moscow city,7700,72.19,M,1998-06-17,,24.0,1.0,1.0,0.0,0.0,25513.0,185.0,9102.0,1228.0,,7874.0,7874.0,7306.0
7704187397,1027739394209,2023,moscow city,7700,72.19,M,1998-06-17,,25.0,1.0,1.0,0.0,0.0,3759.0,-653.0,3465.0,-24.0,,3489.0,3489.0,768.0
7704187397,1027739394209,2024,moscow city,7700,72.19,M,1998-06-17,,26.0,1.0,1.0,0.0,0.0,409.0,-1625.0,1345.0,-1649.0,,2994.0,2994.0,0.0
7704209629,1037739299190,2022,moscow city,7700,72.19,M,2003-01-29,,19.0,1.0,1.0,0.0,0.0,26737.0,-4994.0,18160.0,,1000.0,4495.0,4345.0,69.0
7704209629,1037739299190,2023,moscow city,7700,72.19,M,2003-01-29,,20.0,1.0,1.0,0.0,0.0,35400.0,3723.0,18029.0,,1000.0,2193.0,2043.0,346.0
7704209629,1037739299190,2024,moscow city,7700,72.19,M,2003-01-29,,21.0,1.0,1.0,0.0,0.0,36500.0,469.0,16943.0,,1000.0,2774.0,2774.0,73.0
7704516926,1047796236267,2022,moscow city,7700,18.12,C,2004-04-09,,18.0,1.0,1.0,0.0,0.0,41663.0,10767.0,59644.0,22523.0,-150.0,37271.0,37271.0,8789.0
7704516926,1047796236267,2023,moscow city,7700,18.12,C,2004-04-09,,19.0,1.0,1.0,0.0,0.0,72737.0,12019.0,54595.0,22539.0,100.0,31956.0,27113.0,7840.0
7704516926,1047796236267,2024,moscow city,7700,18.12,C,2004-04-09,,20.0,1.0,1.0,0.0,0.0,72737.0,12019.0,54595.0,22539.0,100.0,31956.0,27113.0,7840.0
7705100222,1027700157000,2022,moscow city,7700,46.49,G,1996-03-14,,26.0,1.0,1.0,0.0,0.0,4084.0,18.0,828.0,134.0,0.0,694.0,694.0,23.0
7705100222,1027700157000,2023,moscow city,7700,46.49,G,1996-03-14,,27.0,1.0,1.0,0.0,0.0,4923.0,14.0,1238.0,147.0,0.0,1091.0,1091.0,24.0
7705100222,1027700157000,2024,moscow city,7700,46.49,G,1996-03-14,,28.0,1.0,1.0,0.0,0.0,4475.0,16.0,880.0,169.0,0.0,711.0,711.0,12.0
7706659743,5077746859031,2022,moscow city,7700,46.72,G,2007-06-01,,15.0,1.0,1.0,0.0,0.0,3815.0,222.0,1736.0,873.0,,863.0,13.0,228.0
7706659743,5077746859031,2023,moscow city,7700,46.72,G,2007-06-01,,16.0,1.0,1.0,0.0,0.0,808.0,22.0,1345.0,895.0,,450.0,0.0,188.0
7706659743,5077746859031,2024,moscow city,7700,46.72,G,2007-06-01,,17.0,1.0,1.0,0.0,0.0,1313.0,31.0,250.0,190.0,,60.0,8.0,115.0
7709693372,5067746032360,2022,moscow city,7700,14.12,C,2006-08-09,,16.0,1.0,1.0,0.0,0.0,1851.0,3.0,4203.0,152.0,-3.0,4053.0,4053.0,31.0
7709693372,5067746032360,2023,moscow city,7700,14.12,C,2006-08-09,,17.0,1.0,1.0,0.0,0.0,10.0,0.0,2323.0,216.0,0.0,2107.0,2107.0,0.0
7709693372,5067746032360,2024,moscow city,7700,14.12,C,2006-08-09,,18.0,1.0,1.0,0.0,0.0,0.0,0.0,2130.0,10.0,0.0,2120.0,2120.0,0.0
7709956279,1147746680124,2022,moscow city,7700,41.20,F,2014-06-16,,8.0,1.0,1.0,0.0,0.0,,-2071.0,16301.0,-76595.0,,92896.0,92896.0,3894.0
7709956279,1147746680124,2023,moscow city,7700,41.20,F,2014-06-16,,9.0,1.0,1.0,0.0,0.0,,-38539.0,15137.0,-115134.0,,130271.0,130271.0,2736.0
7709956279,1147746680124,2024,moscow city,7700,41.20,F,2014-06-16,,10.0,1.0,1.0,0.0,0.0,,-448.0,12398.0,-114686.0,,127084.0,127084.0,422.0
7713474310,1207700063647,2022,moscow city,7700,73.11,M,2020-02-14,,2.0,1.0,1.0,0.0,0.0,8052.0,1995.0,2698.0,523.0,970.0,1205.0,1205.0,106.0
7713474310,1207700063647,2023,moscow city,7700,73.11,M,2020-02-14,,3.0,1.0,1.0,0.0,0.0,638.0,-188.0,1751.0,336.0,970.0,445.0,445.0,83.0
7713474310,1207700063647,2024,moscow city,7700,73.11,M,2020-02-14,,4.0,1.0,1.0,0.0,0.0,0.0,-3.0,1747.0,332.0,970.0,445.0,445.0,80.0
7717288988,1157746448089,2022,moscow city,7700,46.69,G,2015-05-18,,7.0,1.0,1.0,0.0,0.0,391864.0,16675.0,166596.0,53766.0,7062.0,105768.0,84949.0,51140.0
7717288988,1157746448089,2023,moscow city,7700,46.69,G,2015-05-18,,8.0,1.0,1.0,0.0,0.0,406065.0,18340.0,125711.0,72106.0,7436.0,46169.0,32202.0,16216.0
7717288988,1157746448089,2024,moscow city,7700,46.69,G,2015-05-18,,9.0,1.0,1.0,0.0,0.0,320180.0,11966.0,137924.0,84070.0,255.0,53598.0,42404.0,1869.0
7718084899,1027739082030,2022,moscow city,7700,41.20,F,1994-05-23,,28.0,1.0,1.0,0.0,0.0,182562.0,-410187.0,669592.0,-3019824.0,1028.0,3688388.0,3687745.0,680.0
7718084899,1027739082030,2023,moscow city,7700,41.20,F,1994-05-23,,29.0,1.0,1.0,0.0,0.0,12373.0,-1485720.0,100653.0,-4505545.0,2500111.0,2106086.0,2105935.0,968.0
7718084899,1027739082030,2024,moscow city,7700,41.20,F,1994-05-23,,30.0,1.0,1.0,0.0,0.0,8371.0,-8635.0,96028.0,-4514179.0,2500130.0,2110077.0,2110036.0,746.0
7718618678,1067761323080,2022,moscow city,7700,47.11,G,2006-12-20,,16.0,1.0,1.0,0.0,0.0,2139.0,175.0,5719.0,1979.0,355.0,3385.0,3385.0,3228.0
7718618678,1067761323080,2023,moscow city,7700,47.11,G,2006-12-20,,17.0,1.0,1.0,0.0,0.0,2640.0,187.0,4803.0,1706.0,355.0,2742.0,2742.0,137.0
7718618678,1067761323080,2024,moscow city,7700,47.11,G,2006-12-20,,18.0,1.0,1.0,0.0,0.0,1055.0,107.0,3431.0,470.0,355.0,2606.0,2606.0,4.0
7720894611,1237700257673,2023,moscow city,7700,43.29,F,2023-04-04,2024-09-11,0.0,1.0,0.0,0.0,0.0,,,,,,,,
7720894611,1237700257673,2024,moscow city,7700,43.29,F,2023-04-04,2024-09-11,1.0,1.0,0.0,0.0,0.0,,,,,,,,
7722479233,1197746560285,2022,moscow city,7700,41.20,F,2019-09-16,,3.0,1.0,1.0,0.0,0.0,1320.0,42.0,714.0,-138.0,,851.0,851.0,31.0
7722479233,1197746560285,2023,moscow city,7700,41.20,F,2019-09-16,,4.0,1.0,1.0,0.0,0.0,609.0,54.0,938.0,-84.0,,1022.0,1022.0,0.0
7722479233,1197746560285,2024,moscow city,7700,41.20,F,2019-09-16,,5.0,1.0,1.0,0.0,0.0,208.0,-243.0,653.0,-327.0,,980.0,980.0,1.0
7723462539,1167746717258,2022,moscow city,7700,46.73,G,2016-08-01,,6.0,1.0,1.0,0.0,0.0,19951.0,160.0,5583.0,170.0,0.0,5413.0,5413.0,0.0
7723462539,1167746717258,2023,moscow city,7700,46.73,G,2016-08-01,,7.0,1.0,1.0,0.0,0.0,25518.0,78.0,1657.0,248.0,0.0,1409.0,1409.0,70.0
7723462539,1167746717258,2024,moscow city,7700,46.73,G,2016-08-01,,8.0,1.0,1.0,0.0,0.0,1685.0,80.0,892.0,328.0,,564.0,564.0,61.0
7723764177,1107746544344,2022,moscow city,7700,74.90.30,M,2010-07-08,,12.0,1.0,1.0,0.0,0.0,274.0,-177.0,106.0,-265.0,,371.0,371.0,106.0
7723764177,1107746544344,2023,moscow city,7700,74.90.30,M,2010-07-08,,13.0,1.0,1.0,0.0,0.0,491.0,0.0,191.0,-265.0,,456.0,456.0,159.0
7723764177,1107746544344,2024,moscow city,7700,74.90.30,M,2010-07-08,,14.0,1.0,0.0,0.0,0.0,,,,,,,,
7724333455,1157746842880,2022,moscow city,7700,41.20,F,2015-09-14,,7.0,1.0,1.0,0.0,0.0,26532.0,81.0,81605.0,3877.0,0.0,77728.0,77728.0,11903.0
7724333455,1157746842880,2023,moscow city,7700,41.20,F,2015-09-14,,8.0,1.0,1.0,0.0,0.0,27260.0,113.0,93586.0,3926.0,,89660.0,89660.0,2117.0
7724333455,1157746842880,2024,moscow city,7700,41.20,F,2015-09-14,,9.0,1.0,1.0,0.0,0.0,56036.0,525.0,74062.0,4538.0,,69524.0,69524.0,5664.0
7724439211,1187746438978,2022,moscow city,7700,47.11,G,2018-04-25,,4.0,1.0,1.0,0.0,0.0,51786.0,161.0,4529.0,-3159.0,,7688.0,6868.0,368.0
7724439211,1187746438978,2023,moscow city,7700,47.11,G,2018-04-25,,5.0,1.0,1.0,0.0,0.0,46496.0,-175.0,4908.0,-3334.0,,8243.0,7423.0,681.0
7724439211,1187746438978,2024,moscow city,7700,47.11,G,2018-04-25,,6.0,1.0,1.0,0.0,0.0,51553.0,-3045.0,5141.0,-6381.0,,11522.0,10702.0,689.0
7725293692,1157746984460,2022,moscow city,7700,46.73,G,2015-10-27,,7.0,1.0,1.0,0.0,0.0,63727.0,797.0,5018.0,897.0,0.0,4121.0,3108.0,4479.0
7725293692,1157746984460,2023,moscow city,7700,46.73,G,2015-10-27,,8.0,1.0,1.0,0.0,0.0,74971.0,1489.0,7563.0,2386.0,0.0,5177.0,3977.0,3849.0
7725293692,1157746984460,2024,moscow city,7700,46.73,G,2015-10-27,,9.0,1.0,1.0,0.0,0.0,54644.0,12.0,5443.0,1827.0,,3616.0,2278.0,837.0
7725380874,1177746618390,2023,moscow city,7700,46.69.90,G,2017-06-22,,6.0,1.0,1.0,0.0,0.0,5216.0,808.0,1604.0,898.0,0.0,705.0,705.0,363.0
7725380874,1177746618390,2024,moscow city,7700,46.69.90,G,2017-06-22,,7.0,1.0,1.0,0.0,0.0,573.0,-1670.0,511.0,-108.0,,619.0,619.0,89.0
7725628846,1087746201641,2022,moscow reg.,5000,46.10,G,2008-02-11,,14.0,1.0,1.0,0.0,0.0,44363.0,-12234.0,27336.0,-2934.0,11501.0,18769.0,2806.0,1107.0
7725628846,1087746201641,2023,moscow reg.,5000,46.10,G,2008-02-11,,15.0,1.0,1.0,0.0,0.0,53218.0,-63538.0,694829.0,-66473.0,725714.0,35588.0,4230.0,1179.0
7725628846,1087746201641,2024,moscow reg.,5000,46.10,G,2008-02-11,,16.0,1.0,1.0,0.0,0.0,57835.0,120796.0,891126.0,54309.0,829700.0,7117.0,5717.0,456.0
7726480769,1217700376926,2022,moscow city,7700,46.31,G,2021-08-12,,1.0,1.0,1.0,0.0,0.0,89727.0,178.0,31038.0,276.0,,30762.0,30762.0,10.0
7726480769,1217700376926,2023,moscow city,7700,46.31,G,2021-08-12,,2.0,1.0,1.0,0.0,0.0,89463.0,337.0,47285.0,613.0,,46672.0,46672.0,32.0
7726480769,1217700376926,2024,moscow city,7700,46.31,G,2021-08-12,,3.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,,0.0,0.0,50.0
7727481363,1217700641355,2022,moscow city,7700,62.01,J,2021-12-27,,1.0,1.0,1.0,0.0,0.0,1838.0,-12.0,0.0,-3.0,,3.0,3.0,
7727481363,1217700641355,2023,moscow city,7700,62.01,J,2021-12-27,,2.0,1.0,1.0,0.0,0.0,2831.0,-7.0,2.0,-10.0,,12.0,12.0,
7727481363,1217700641355,2024,moscow city,7700,62.01,J,2021-12-27,,3.0,1.0,1.0,0.0,0.0,2943.0,-18.0,0.0,-28.0,,28.0,28.0,
7727769680,5117746067126,2022,moscow city,7700,43.22,F,2011-12-28,,11.0,1.0,1.0,0.0,0.0,1080.0,30.0,1018.0,934.0,,84.0,84.0,112.0
7727769680,5117746067126,2023,moscow city,7700,43.22,F,2011-12-28,,12.0,1.0,1.0,0.0,0.0,621.0,-286.0,772.0,648.0,,125.0,125.0,8.0
7727769680,5117746067126,2024,moscow city,7700,43.22,F,2011-12-28,,13.0,1.0,1.0,0.0,0.0,395.0,-343.0,839.0,305.0,,534.0,534.0,81.0
7728479180,1197746418638,2022,moscow city,7700,45.31,G,2019-07-01,,3.0,1.0,1.0,0.0,0.0,16063.0,2114.0,6532.0,6511.0,,21.0,21.0,586.0
7728479180,1197746418638,2023,moscow city,7700,45.31,G,2019-07-01,,4.0,1.0,1.0,0.0,0.0,11137.0,1934.0,11087.0,8631.0,1659.0,797.0,797.0,259.0
7728479180,1197746418638,2024,moscow city,7700,45.31,G,2019-07-01,,5.0,1.0,1.0,0.0,0.0,14549.0,698.0,11262.0,8226.0,50.0,2986.0,2986.0,191.0
7728667829,1087746980859,2022,moscow city,7700,70.10.10,M,2008-08-14,,14.0,1.0,1.0,0.0,0.0,,-213.0,4958.0,1240.0,3519.0,199.0,199.0,538.0
7728667829,1087746980859,2023,moscow city,7700,70.10.10,M,2008-08-14,,15.0,1.0,1.0,0.0,0.0,8.0,-212.0,4746.0,1028.0,3519.0,199.0,199.0,371.0
7728667829,1087746980859,2024,moscow city,7700,70.10.10,M,2008-08-14,,16.0,1.0,1.0,0.0,0.0,0.0,-4276.0,277.0,272.0,0.0,5.0,5.0,234.0
7730309531,1237700547105,2023,moscow city,7700,43.39,F,2023-08-16,,0.0,1.0,1.0,0.0,0.0,470569.0,8.0,577028.0,58.0,,576970.0,563675.0,23.0
7730309531,1237700547105,2024,moscow city,7700,43.39,F,2023-08-16,,1.0,1.0,0.0,0.0,0.0,,,,,,,,
7731259900,1037700223461,2022,moscow city,7700,69.10,M,2002-06-28,,20.0,1.0,1.0,0.0,0.0,,,163.0,163.0,,0.0,0.0,163.0
7731259900,1037700223461,2023,moscow city,7700,69.10,M,2002-06-28,,21.0,1.0,1.0,0.0,0.0,,,447.0,423.0,,24.0,24.0,148.0
7731259900,1037700223461,2024,moscow city,7700,69.10,M,2002-06-28,,22.0,1.0,1.0,0.0,0.0,,,258.0,233.0,,25.0,25.0,258.0
7733020804,1027739264398,2022,moscow city,7700,47.19,G,1992-05-29,2024-11-25,30.0,1.0,1.0,0.0,0.0,6599.0,4110.0,4806.0,4410.0,,396.0,396.0,758.0
7733020804,1027739264398,2023,moscow city,7700,47.19,G,1992-05-29,2024-11-25,31.0,1.0,1.0,0.0,0.0,7230.0,3430.0,3550.0,3430.0,,120.0,120.0,1613.0
7733020804,1027739264398,2024,moscow city,7700,47.19,G,1992-05-29,2024-11-25,32.0,1.0,0.0,0.0,0.0,,,,,,,,
7733367041,1217700138700,2022,moscow reg.,5000,45.11,G,2021-03-26,,1.0,1.0,1.0,0.0,0.0,14852.0,-84.0,47792.0,4002.0,10048.0,33742.0,33590.0,4074.0
7733367041,1217700138700,2023,moscow reg.,5000,45.11,G,2021-03-26,,2.0,1.0,1.0,0.0,0.0,20232.0,-23166.0,39242.0,-19164.0,12785.0,45621.0,45108.0,8239.0
7733367041,1217700138700,2024,moscow reg.,5000,45.11,G,2021-03-26,,3.0,1.0,1.0,0.0,0.0,9079.0,-11012.0,37849.0,-30176.0,5084.0,62941.0,62116.0,7852.0
7733386608,1227700371579,2022,moscow city,7700,46.74,G,2022-06-24,2024-09-04,0.0,1.0,1.0,0.0,0.0,8478.0,45.0,2088.0,115.0,,1973.0,1973.0,33.0
7733386608,1227700371579,2023,moscow city,7700,46.74,G,2022-06-24,2024-09-04,1.0,1.0,0.0,0.0,0.0,,,,,,,,
7733386608,1227700371579,2024,moscow city,7700,46.74,G,2022-06-24,2024-09-04,2.0,1.0,0.0,0.0,0.0,,,,,,,,
7733906310,1147748010618,2022,moscow city,7700,46.69,G,2014-12-11,,8.0,1.0,1.0,0.0,0.0,4894.0,41.0,1368.0,96.0,,1272.0,1272.0,431.0
7733906310,1147748010618,2023,moscow city,7700,46.69,G,2014-12-11,,9.0,1.0,1.0,0.0,0.0,6399.0,46.0,2380.0,142.0,,2238.0,2238.0,784.0
